route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,route_direction,trip_note,bikes_allowed
"26-220-9-sj2-1","TA+R52+8","2413744","26-220-9-sj2-1.1.R","Lake Munmorah HS","1","","2","Gwandalan to Lake Munmorah HS via Kanangra Dr","",""
"26-222-0-sj2-1","TA+R52+8","2295514","26-222-0-sj2-1.1.R","St Patricks","1","","2","Gosford Station to Melbourne St before Adelaide St","",""
"26-222-1-sj2-1","TA+R52+8","2305979","26-222-1-sj2-1.1.R","Gosford PS","1","","2","Gosford Station to Gosford PS","",""
"26-222-2-sj2-1","TA+R52+8","2188023","26-222-2-sj2-1.1.R","St Patricks","1","","2","Gosford Station to Melbourne St before Adelaide St","",""
"26-222-3-sj2-1","TA+R52+8","2188019","26-222-3-sj2-1.1.R","Gosford HS","1","","2","Gosford Interchange to Gosford HS","",""
"26-250-0-sj2-1","TA+R52+8","2414091","26-250-0-sj2-1.1.H","Kariong","0","","2","Narra Valley HS to Kariong PS","",""
"26-250-1-sj2-1","TA+R52+8","2413956","26-250-1-sj2-1.1.H","Kulnura","0","","2","St Patrick PS to Spring Rd before George Downes Dr","",""
"26-250-2-sj2-1","TA+R52+8","2187283","26-250-2-sj2-1.1.H","Terrigal","0","","2","Terrigal PS to Brunswick Rd before Terrigal Dr","",""
"26-250-3-sj2-1","TA+R52+8","2414012","26-250-3-sj2-1.1.H","Kulnura","0","","2","St Phillips College to George Downes Dr opp Walkers Ridge Rd","",""
"26-250-4-sj2-1","TA+R52+8","2187267","26-250-4-sj2-1.1.H","Gosford","0","","2","Narra Valley HS to Gosford Station","",""
"26-250-5-sj2-1","TA+R52+8","2187936","26-250-5-sj2-1.1.H","Point Clare","0","","2","Point Clare PS to Singleton Rd before Manooka Rd","",""
"26-250-6-sj2-1","TA+R52+8","2187020","26-250-6-sj2-1.1.H","Tascott","0","","2","Point Clare PS to Tascott Station","",""
"26-250-7-sj2-1","TA+R52+8","2414007","26-250-7-sj2-1.1.H","Mount White","0","","2","Henry Kendall HS to Morgan Rd at Pacific Hwy","",""
"26-250-8-sj2-1","TA+R52+8","2387417","26-250-8-sj2-1.1.H","Wyoming","0","","2","Narara Valley HS to Wyoming PS","",""
"26-250-9-sj2-1","TA+R52+8","2187162","26-250-9-sj2-1.1.H","Wyoming","0","","2","Narara Valley HS to Wyoming","",""
"26-251-0-sj2-1","TA+R52+8","2188121","26-251-0-sj2-1.1.H","Kariong","0","","2","Somersby PS to Kariong","",""
"26-251-1-sj2-1","TA+R52+8","2186092","26-251-1-sj2-1.1.H","Wyoming","0","","2","Narara Valley HS to Maidens Brush Rd after Beaumont Av","",""
"26-251-2-sj2-1","TA+R52+8","2413964","26-251-2-sj2-1.1.H","Gosford","0","","2","Ngaruki GulGul to Gosford Station","",""
"26-251-3-sj2-1","TA+R52+8","2187707","26-251-3-sj2-1.1.H","Lisarow","0","","2","Narara Valley HS to Lisarow HS","",""
"26-251-4-sj2-1","TA+R52+8","2188208","26-251-4-sj2-1.1.H","Narara","0","","2","Narara Valley HS to St Phillips College","",""
"26-251-5-sj2-1","TA+R52+8","2295398","26-251-5-sj2-1.1.H","Ourimbah","0","","2","Narara Valley HS to Ourimbah PS","",""
"26-251-6-sj2-1","TA+R52+8","2186903","26-251-6-sj2-1.1.H","Wyoming","0","","2","Narara Valley HS to Wyoming Medical Centre, Kinarra Av","",""
"26-251-7-sj2-1","TA+R52+8","2387434","26-251-7-sj2-1.1.H","Empire Bay","0","","2","St Edwards Brothers College to Greenfield Rd before Rosella Rd","",""
"26-251-8-sj2-1","TA+R52+8","2187273","26-251-8-sj2-1.1.H","Wyoming","0","","2","Narara Valley HS to Orange Pde after Robert St","",""
"26-251-9-sj2-1","TA+vP+8","2187646","26-251-9-sj2-1.1.H","Green Point","0","","2","Erina HS to Avoca Dr opp Bayside Dr","",""
"26-252-0-sj2-1","TA+R52+8","2186154","26-252-0-sj2-1.1.H","Kincumber","0","","2","St Patricks PS to Cullens Rd before The Scenic Rd via Avoca Beach","",""
"26-252-1-sj2-1","TA+vW+8","2186509","26-252-1-sj2-1.1.H","Wamberal","0","","2","Terrigal PS to Ocean View Dr after Pacific St","",""
"26-252-2-sj2-1","TA+R52+8","2186633","26-252-2-sj2-1.1.H","Copacabana","0","","2","St Phillips College to Copacabana Dr at Cullens Rd via Avoca Beach","",""
"26-252-3-sj2-1","TA+R52+8","2187774","26-252-3-sj2-1.1.H","Tuggerah","0","","2","St Peters College to Westfields Tuggerah","",""
"26-252-5-sj2-1","TA+R52+8","2187737","26-252-5-sj2-1.1.H","Picketts Valley","0","","2","St Edwards Brothers College to Scenic Hwy op Picketts Valley Rd via N Avoca","",""
"26-252-6-sj2-1","TA+R52+8","2186525","26-252-6-sj2-1.1.H","Avoca Beach","0","","2","Erina Heights PS to Avoca Dr, opp Bowling Club via North Avoca","",""
"26-252-7-sj2-1","TA+R52+8","2188156","26-252-7-sj2-1.1.H","Woy Woy","0","","2","St John The Baptist PS to MCMasters Rd opp Peninsula Community Centre","",""
"26-252-8-sj2-1","TA+R52+8","2186494","26-252-8-sj2-1.1.H","Ettalong Beach","0","","2","Ettalong PS to Ettalong Memorial Club, Ocean View Rd via Umina Beach","",""
"26-252-9-sj2-1","TA+R52+8","2186628","26-252-9-sj2-1.1.H","Erina","0","","2","Our Lady Star Of The Sea School to Erina Park","",""
"26-253-0-sj2-1","TA+R52+8","2187767","26-253-0-sj2-1.1.H","Holgate","0","","2","Woodport PS to Central Coast Grammar School","",""
"26-253-1-sj2-1","TA+R52+8","2186037","26-253-1-sj2-1.1.H","Kincumber","0","","2","Woy Woy Station to Kincumber PS via Bensville","",""
"26-253-2-sj2-1","TA+R52+8","2401468","26-253-2-sj2-1.1.H","Terrigal","0","","2","Our Lady Star Of The Sea School to Terrigal Dr before Duffys Rd","",""
"26-253-3-sj2-1","TA+R52+8","2295412","26-253-3-sj2-1.1.H","Green Point","0","","2","St Edwards Brothers College to Green Point College","",""
"26-253-4-sj2-1","TA+R52+8","2187888","26-253-4-sj2-1.1.H","Wagstaffe","0","","2","Gosford East PS to Waggstaffe Av at Mullhall St","",""
"26-253-6-sj2-1","TA+R52+8","2188105","26-253-6-sj2-1.1.H","Green Point","0","","2","Gosford East PS to Green Point College","",""
"26-253-7-sj2-1","TA+R52+8","2187491","26-253-7-sj2-1.1.H","Saratoga","0","","2","St Edwards Brothers College to Davidstown","",""
"26-253-8-sj2-1","TA+R52+8","2387436","26-253-8-sj2-1.1.H","Wyoming","0","","2","Henry Kendall HS to Maiden Brush Rd at Halcyon St via St Phillips College","",""
"26-253-9-sj2-1","TA+R52+8","2187451","26-253-9-sj2-1.1.H","Umina Beach","0","","2","St Edwards Brothers College to Ocean Beach Rd at Veron Rd","",""
"26-254-0-sj2-1","TA+R52+8","2387422","26-254-0-sj2-1.1.H","Wyoming","0","","2","Gosford East PS to Wyoming d opp Angus Av","",""
"26-254-1-sj2-1","TA+R52+8","2414128","26-254-1-sj2-1.1.H","Somersby","0","","2","St Phillips College to Somersby PS via Kariong","",""
"26-254-2-sj2-1","TA+R52+8","2187242","26-254-2-sj2-1.1.H","Terrigal","0","","2","St Edwards Brothers College to Duffys Rd after Kings Av","",""
"26-254-3-sj2-1","TA+R52+8","2187133","26-254-3-sj2-1.1.H","Copacabana","0","","2","Central Coast Grammar School to Copacabana via Avoca Beach","",""
"26-254-4-sj2-1","TA+R52+8","2295342","26-254-4-sj2-1.1.H","Ourimbah","0","","2","St Patricks PS to Pacific Hwy opp Burns Rd","",""
"26-254-5-sj2-1","TA+vP+8","2187271","26-254-5-sj2-1.1.H","Picketts Valley","0","","2","Central Coast Grammar School to Scenic Hwy opp Picketts Valley Rd","",""
"26-254-6-sj2-1","TA+vW+8","2186842","26-254-6-sj2-1.1.H","Picketts Valley","0","","2","Central Coast Grammar School to Scenic Hwy opp Picketts Valley Rd","",""
"26-254-7-sj2-1","TA+R52+8","2295395","26-254-7-sj2-1.1.H","Ourimbah","0","","2","St Patricks PS to Central Coast TAFE","",""
"26-254-8-sj2-1","TA+R52+8","2187230","26-254-8-sj2-1.1.H","Narara","0","","2","St Edwards Brothers College to Narara Station","",""
"26-254-9-sj2-1","TA+R52+8","2185918","26-254-9-sj2-1.1.H","Umina Beach","0","","2","The Croft Annex to West St opposite Bullion St via Brisbane Water College","",""
"26-255-0-sj2-1","TA+R52+8","2188112","26-255-0-sj2-1.1.H","Gosford","0","","2","St Patricks PS to Erina St at Mann St","",""
"26-255-1-sj2-1","TA+R52+8","2187182","26-255-1-sj2-1.1.H","Kariong","0","","2","Kariong PS to Curringa Rd after Arunta Av","",""
"26-255-2-sj2-1","TA+R52+8","2187480","26-255-2-sj2-1.1.H","Mangrove Mountain","0","","2","Woy Woy Rd opp Marbarry Av to Wisemans Ferry Rd at Berecry Rd","",""
"26-255-3-sj2-1","TA+vW+8","2187499","26-255-3-sj2-1.1.H","Green Point","0","","2","Terrigal HS to Erina HS","",""
"26-255-4-sj2-1","TA+R52+8","2187833","26-255-4-sj2-1.1.H","Saratoga","0","","2","Green Point College to Brisbania PS via Davistown","",""
"26-255-5-sj2-1","TA+R52+8","2185852","26-255-5-sj2-1.1.H","Gosford","0","","2","Henry Kendall HS to Erina St at Mann St","",""
"26-255-6-sj2-1","TA+R52+8","2187848","26-255-6-sj2-1.1.H","Green Point","0","","2","Holy Cross PS to Dalgety Cr before Sun valley Rd via Saratoga & Davistown","",""
"26-255-7-sj2-1","TA+R52+8","2295529","26-255-7-sj2-1.1.H","Narara","0","","2","Ourimbah PS to Manns Rd at Adam St","",""
"26-255-8-sj2-1","TA+R52+8","2401477","26-255-8-sj2-1.1.H","Woy Woy","0","","2","Central Coast Grammar School to Woy Woy Station via St Huberts Island","",""
"26-255-9-sj2-1","TA+R52+8","2185951","26-255-9-sj2-1.1.H","Picketts Valley","0","","2","Green Point College to Scenic Hwy before Bradleys Rd via North Avoca","",""
"26-256-0-sj2-1","TA+R52+8","2414142","26-256-0-sj2-1.1.H","Woy Woy","0","","2","Henry Kendall HS to Woy Woy Station via Tascott","",""
"26-256-1-sj2-1","TA+R52+8","2187421","26-256-1-sj2-1.1.H","Narara","0","","2","Niagara Park PS to St Phillips College","",""
"26-256-2-sj2-1","TA+R52+8","2186771","26-256-2-sj2-1.1.H","Davistown","0","","2","Kincumber HS to Kincumber Cr after Ilumba Av","",""
"26-256-3-sj2-1","TA+R52+8","2188135","26-256-3-sj2-1.1.H","Davistown","0","","2","Brisbania PS to Lilli Pilli St before Davistown Rd","",""
"26-256-4-sj2-1","TA+R52+8","2186597","26-256-4-sj2-1.1.H","Copacabana","0","","2","Kincumber HS to Copacabana PS","",""
"26-256-5-sj2-1","TA+R52+8","2187669","26-256-5-sj2-1.1.H","Avoca Beach","0","","2","Green Point College to Avoca Beach PS via Copacabana PS","",""
"26-256-6-sj2-1","TA+R52+8","2187138","26-256-6-sj2-1.1.H","Narara","0","","2","Niagara Park PS to Hanlan St at Carrington St via Narara Valley HS","",""
"26-256-7-sj2-1","TA+R52+8","2186921","26-256-7-sj2-1.1.H","Woy Woy","0","","2","Green Point College to Woy Woy Station via St Hurbet Island","",""
"26-256-8-sj2-1","TA+R52+8","2185897","26-256-8-sj2-1.1.H","Kincumber","0","","2","Copacabana PS to Kincumber HS","",""
"26-256-9-sj2-1","TA+R52+8","2401462","26-256-9-sj2-1.1.H","Terrigal","0","","2","Kincumber HS to Terrigal Dr before Duffys Rd","",""
"26-257-0-sj2-1","TA+R52+8","2295467","26-257-0-sj2-1.1.H","Ourimbah","0","","2","Niagara Park PS to Pacific Hwy at Walmsley Rd","",""
"26-257-1-sj2-1","TA+R52+8","2387421","26-257-1-sj2-1.1.H","Woy Woy","0","","2","The Croft Annex to Woy Woy Station via Umina Beach","",""
"26-257-2-sj2-1","TA+R52+8","2186135","26-257-2-sj2-1.1.H","Woy Woy","0","","2","Kincumber HS to Brisbane Water Secondary College via St Hurbert Island","",""
"26-257-3-sj2-1","TA+R52+8","2305931","26-257-3-sj2-1.1.H","Empire Bay","0","","2","Kincumber HS to Empire Bay PS","",""
"26-257-4-sj2-1","TA+R52+8","2401482","26-257-4-sj2-1.1.H","Woy Woy","0","","2","St John The Baptist PS to Woy Woy Station","",""
"26-257-5-sj2-1","TA+R52+8","2413955","26-257-5-sj2-1.1.H","Kariong","0","","2","St Patricks PS to Kariong","",""
"26-257-6-sj2-1","TA+R52+8","2387435","26-257-6-sj2-1.1.H","Narara","0","","2","Wyoming PS to St Phillips College","",""
"26-257-7-sj2-1","TA+R52+8","2187223","26-257-7-sj2-1.1.H","Copacabana","0","","2","Kincumber HS to Cape Three Points opp Cullens Rd via Avoca Beach","",""
"26-257-8-sj2-1","TA+vP+8","2187688","26-257-8-sj2-1.1.H","Davistown","0","","2","Erina HS to Paringa Av before Davidstown Rd","",""
"26-257-9-sj2-1","TA+R52+8","2188234","26-257-9-sj2-1.1.H","Woy Woy","0","","2","The Croft Annex to Woy Woy Station via Booker Bay","",""
"26-258-0-sj2-1","TA+R52+8","2387429","26-258-0-sj2-1.1.H","Kangy Angy","0","","2","Wyoming PS to Old Maitland Rd at Preston Rd","",""
"26-258-1-sj2-1","TA+R52+8","2186342","26-258-1-sj2-1.1.H","Avoca Beach","0","","2","Kincumber HS to The Round Dr opp Ridgeway Rd","",""
"26-258-2-sj2-1","TA+R52+8","2401476","26-258-2-sj2-1.1.H","Gosford","0","","2","Green Point College to Erina St at Mann St","",""
"26-258-3-sj2-1","TA+vW+8","2187106","26-258-3-sj2-1.1.H","Davistown","0","","2","Erina HS to Paringa Av before Davidstown Rd","",""
"26-258-4-sj2-1","TA+R52+8","2187839","26-258-4-sj2-1.1.H","Woy Woy Bay","0","","2","Ettalong PS to Taylor St at Bassan St","",""
"26-258-5-sj2-1","TA+R52+8","2187122","26-258-5-sj2-1.1.H","Woy Woy","0","","2","Brisbane Water Secondary College to Woy Woy station","",""
"26-258-6-sj2-1","TA+vW+8","2187926","26-258-6-sj2-1.1.H","Davistown","0","","2","Erina HS to Kincumber Cr after Pine Av","",""
"26-258-7-sj2-1","TA+R52+8","2387407","26-258-7-sj2-1.1.H","Lisarow","0","","2","Wyoming PS to Lisarow Station","",""
"26-258-8-sj2-1","TA+R52+8","2401471","26-258-8-sj2-1.1.H","Copacabana","0","","2","Kincumber HS to Copacabana Dr after Helen Dr","",""
"26-258-9-sj2-1","TA+R52+8","2413784","26-258-9-sj2-1.1.H","Kariong","0","","2","St Edwards Brothers College to Woy Woy Rd opp Marbarry Av","",""
"26-259-0-sj2-1","TA+vP+8","2186363","26-259-0-sj2-1.1.H","Saratoga","0","","2","Erina HS to Brisbania PS","",""
"26-259-1-sj2-1","TA+R52+8","2305817","26-259-1-sj2-1.1.H","Empire Bay","0","","2","Wagstaffe Av at Mulhall St to Empire Bay PS","",""
"26-259-2-sj2-1","TA+R52+8","2387427","26-259-2-sj2-1.1.H","Wyoming","0","","2","Our Lady Of The Rosary PS to Wyoming Shopping Village, Pacific Hwy","",""
"26-259-3-sj2-1","TA+R52+8","2305932","26-259-3-sj2-1.1.H","Woy Woy","0","","2","Brisbane Water Secondary College to Woy Woy station","",""
"26-259-4-sj2-1","TA+R52+8","2186058","26-259-4-sj2-1.1.H","Killcare Heights","0","","2","Kincumber HS to The Scenic Rd at Hats St","",""
"26-259-5-sj2-1","TA+vP+8","2188124","26-259-5-sj2-1.1.H","Davistown","0","","2","Erina HS to Kincumber Cr after Ilumba Av","",""
"26-259-6-sj2-1","TA+R52+8","2186097","26-259-6-sj2-1.1.H","Kincumber","0","","2","The Croft Annex to Kincumber PS via Woy Woy Station & St Hurberts Island","",""
"26-259-7-sj2-1","TA+R52+8","2186815","26-259-7-sj2-1.1.H","Umina Beach","0","","2","Woy Woy Station to West St opposite Bullion St","",""
"26-259-8-sj2-1","TA+R52+8","2186610","26-259-8-sj2-1.1.H","Macmasters Beach","0","","2","Central Coast Grammar School to The Scenic Rd at Ocean Dr","",""
"26-259-9-sj2-1","TA+R52+8","2387403","26-259-9-sj2-1.1.H","Avoca Beach","0","","2","Green Point College to Burns St opp Avoca Beach Picture Theatre","",""
"26-260-0-sj2-1","TA+R52+8","2186699","26-260-0-sj2-1.1.H","Green Point","0","","2","Central Coast Grammar School to Avoca Dr opp Elfin Hill Rd","",""
"26-260-1-sj2-1","TA+R52+8","2185968","26-260-1-sj2-1.1.H","Gosford","0","","2","St Phillips College to Gosford Station","",""
"26-260-2-sj2-1","TA+R52+8","2185839","26-260-2-sj2-1.1.H","Gosford","0","","2","St Philips College to Gosford Station","",""
"26-260-3-sj2-1","TA+R52+8","2186260","26-260-3-sj2-1.1.H","Gosford","0","","2","Gosford HS to Gosford Station","",""
"26-260-4-sj2-1","TA+R52+8","2188192","26-260-4-sj2-1.1.H","Avoca Beach","0","","2","Copacabana PS to Avoca PS","",""
"26-260-6-sj2-1","TA+R52+8","2413841","26-260-6-sj2-1.1.H","Gosford","0","","2","International Football School to Gosford Station","",""
"26-260-7-sj2-1","TA+R52+8","2295489","26-260-7-sj2-1.1.H","Ourimbah","0","","2","Lisarow HS to Ourimbah PS","",""
"26-260-8-sj2-1","TA+R52+8","2295414","26-260-8-sj2-1.1.H","Lisarow","0","","2","Narara PS to Lisarow Station","",""
"26-260-9-sj2-1","TA+R52+8","2187406","26-260-9-sj2-1.1.H","Umina Beach","0","","2","Brisbane Waters College, Umina to Brisbane Av via Kahibah Rd","",""
"26-261-0-sj2-1","TA+R52+8","2187910","26-261-0-sj2-1.1.H","Gosford","0","","2","Lisarow HS to Gosford HS","",""
"26-261-1-sj2-1","TA+R52+8","2187786","26-261-1-sj2-1.1.H","Umina Beach","0","","2","Brisbane Waters College, Woy Woy to Castle Cct","",""
"26-261-2-sj2-1","TA+R52+8","2187842","26-261-2-sj2-1.1.H","Terrigal","0","","2","Erina Heights PS to Terrigal Surf Club","",""
"26-261-3-sj2-1","TA+R52+8","2387423","26-261-3-sj2-1.1.H","Wyoming","0","","2","Lisarow HS to Our Lady Of The Rosary PS","",""
"26-261-4-sj2-1","TA+R52+8","2449404","26-261-4-sj2-1.1.H","Narara","0","","2","Valley View PS to St Philips College","",""
"26-261-5-sj2-1","TA+R52+8","2414147","26-261-5-sj2-1.1.H","Koolewong","0","","2","St Patricks PS to Koolewong Station","",""
"26-261-6-sj2-1","TA+R52+8","2387406","26-261-6-sj2-1.1.H","Wyoming","0","","2","Narara PS to Cary St near Pacific Hwy","",""
"26-261-7-sj2-1","TA+R52+8","2413924","26-261-7-sj2-1.1.H","Umina Beach","0","","2","St Edwards & St Josephs College to Fitzroy St near Brisbane Av","",""
"26-261-8-sj2-1","TA+R52+8","2306115","26-261-8-sj2-1.1.H","Woy Woy","0","","2","Empire Bay PS to Woy Woy Station","",""
"26-261-9-sj2-1","TA+R52+8","2186119","26-261-9-sj2-1.1.H","Narara","0","","2","Valley View PS to Maliwa Rd at Showground Rd","",""
"26-262-0-sj2-1","TA+R52+8","2187217","26-262-0-sj2-1.1.H","Wyoming","0","","2","Lisarow HS to Valley View PS","",""
"26-262-1-sj2-1","TA+R52+8","2413875","26-262-1-sj2-1.1.H","Umina Beach","0","","2","St Edwards & St Josephs College to Castle Cct","",""
"26-262-2-sj2-1","TA+R52+8","2295502","26-262-2-sj2-1.1.H","Niagara Park","0","","2","Lisarow HS to Niagara Park PS","",""
"26-262-3-sj2-1","TA+R52+8","2295449","26-262-3-sj2-1.1.H","Ourimbah","0","","2","Lisarow HS to Ourimbah PS","",""
"26-262-4-sj2-1","TA+R52+8","2295340","26-262-4-sj2-1.1.H","Narara","0","","2","Ourimbah PS to Pacific Hwy at Nurra Rd","",""
"26-262-5-sj2-1","TA+R52+8","2187184","26-262-5-sj2-1.1.H","Kincumber","0","","2","Avoca Beach PS to Kincumber PS","",""
"26-262-6-sj2-1","TA+R52+8","2413718","26-262-6-sj2-1.1.H","Woy Woy","0","","2","St Patricks PS to Woy Woy Station","",""
"26-262-7-sj2-1","TA+R52+8","2186412","26-262-7-sj2-1.1.H","Kincumber","0","","2","Avoca Beach PS to Kincumber PS","",""
"26-262-8-sj2-1","TA+R52+8","2187362","26-262-8-sj2-1.1.H","Green Point","0","","2","Brisbane Waters College, Umina to Kincumber Shops","",""
"26-262-9-sj2-1","TA+R52+8","2187243","26-262-9-sj2-1.1.H","Palm Grove","0","","2","Ourimbah PS to Ourimbah Creek Rd","",""
"26-263-0-sj2-1","TA+R52+8","2413727","26-263-0-sj2-1.1.H","Point Clare","0","","2","Henry Kendall HS to Brisbane Water Dr near Sunnyside Av","",""
"26-263-1-sj2-1","TA+R52+8","2186130","26-263-1-sj2-1.1.H","Wyoming","0","","2","Lisarow HS to Sunset St near Rugby Cl","",""
"26-263-2-sj2-1","TA+R52+8","2186032","26-263-2-sj2-1.1.H","Umina Beach","0","","2","Brisbane Waters College, Umina to West St opp Bullion St","",""
"26-263-3-sj2-1","TA+R52+8","2187088","26-263-3-sj2-1.1.H","Bensville","0","","2","Empire Bay PS to Empire Bay Dr opp Palmers Ln via Kildare St","",""
"26-263-4-sj2-1","TA+R52+8","2187339","26-263-4-sj2-1.1.H","Kincumber","0","","2","Kincumber PS to Kincumber Church via Kildare St","",""
"26-263-5-sj2-1","TA+R52+8","2187902","26-263-5-sj2-1.1.H","Lisarow","0","","2","Narara PS to Lisarow HS","",""
"26-263-6-sj2-1","TA+R52+8","2186854","26-263-6-sj2-1.1.H","Terrigal","0","","2","St Philips College to Terrigal Surf Club","",""
"26-263-7-sj2-1","TA+R52+8","2186313","26-263-7-sj2-1.1.H","Buff Point","0","","2","Budgewoi PS to Elouera Av via Buff Point Av","",""
"26-263-8-sj2-1","TA+R52+8","2401466","26-263-8-sj2-1.1.H","Wyong","0","","2","Wyong Christian School to Wyong Station","",""
"26-264-2-sj2-1","TA+R52+8","2401481","26-264-2-sj2-1.1.H","Ravensdale","0","","2","St Peters College to Ravensdale Rd","",""
"26-264-3-sj2-1","TA+R52+8","2187819","26-264-3-sj2-1.1.H","Woongarrah","0","","2","Wadalba PS to Woongarrah PS","",""
"26-264-4-sj2-1","TA+R52+8","2186535","26-264-4-sj2-1.1.H","Hamlyn Terrace","0","","2","Woongarrah PS to Sparks Rd at Coral Gum Rd","",""
"26-264-5-sj2-1","TA+R52+8","2387411","26-264-5-sj2-1.1.H","Kanwal","0","","2","Tacoma PS to Wahroonga Rd opp Pearce Rd","",""
"26-264-6-sj2-1","TA+R52+8","2186661","26-264-6-sj2-1.1.H","Middle Camp","0","","2","Nords Wharf PS to Flowers Dr at Pacific Hwy via Clarke St","",""
"26-264-7-sj2-1","TA+R52+8","2387412","26-264-7-sj2-1.1.H","Tuggerawong","0","","2","Wadalba HS to Tuggerawong Rd at Jensen Rd","",""
"26-264-8-sj2-1","TA+R52+8","2187552","26-264-8-sj2-1.1.H","Kanwal","0","","2","Kanwal PS to Kanwal Shops","",""
"26-264-9-sj2-1","TA+vS+8","2351121","26-264-9-sj2-1.1.H","Norah Head","0","","2","Gorokan HS to Bungary Rd before Denison St","",""
"26-265-0-sj2-1","TA+R52+8","2187942","26-265-0-sj2-1.1.H","Lake Munmorah","0","","2","MacKillop College to Elizabeth Bay Dr at Acacia Av","",""
"26-265-1-sj2-1","TA+R52+8","2351088","26-265-1-sj2-1.1.H","Budgewoi","0","","2","MacKillop College to Lakes Surf Club","",""
"26-265-2-sj2-1","TA+R52+8","2305848","26-265-2-sj2-1.1.H","Charmhaven","0","","2","Gorokan PS to Pacific Hwy at Moala Pde","",""
