route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,route_direction,trip_note,bikes_allowed
"26-36-sj2-1","TA+ik#1+8","2413868","26-36-sj2-1.2.R","Gosford","1","","1","Westfield Tuggerah to Gosford via Niagara Park","",""
"26-36-sj2-1","TA+ik#1+8","2413922","26-36-sj2-1.2.R","Gosford","1","","1","Westfield Tuggerah to Gosford via Niagara Park","",""
"26-36-sj2-1","TA+ik#1+8","2413976","26-36-sj2-1.8.R","Gosford","1","","1","Westfield Tuggerah to Gosford via Niagara Park","",""
"26-36-sj2-1","TA+dv000+8","2413992","26-36-sj2-1.8.R","Gosford","1","","1","Westfield Tuggerah to Gosford via Niagara Park","",""
"26-36-sj2-1","TA+ik#1+8","2413993","26-36-sj2-1.8.R","Gosford","1","","1","Westfield Tuggerah to Gosford via Niagara Park","",""
"26-36-sj2-1","TA+TT21+8","2414024","26-36-sj2-1.12.R","Gosford","1","","1","Westfield Tuggerah to Gosford via Niagara Park","",""
"26-36-sj2-1","TA+dv000+8","2414080","26-36-sj2-1.8.R","Gosford","1","","1","Westfield Tuggerah to Gosford via Niagara Park","",""
"26-36-sj2-1","TA+R69+8","2414117","26-36-sj2-1.12.R","Gosford","1","","1","Westfield Tuggerah to Gosford via Niagara Park","",""
"26-36-sj2-1","TA+hr#1+8","2433093","26-36-sj2-1.8.R","Gosford","1","","1","Westfield Tuggerah to Gosford via Niagara Park","",""
"26-378-sj2-1","TA+R65+8","2372420","26-378-sj2-1.1.R","Gosford","1","","1","Ourimbah to Gosford via Wyoming","",""
"26-378-sj2-1","TA+R65+8","2372429","26-378-sj2-1.1.R","Gosford","1","","1","Ourimbah to Gosford via Wyoming","",""
"26-378-sj2-1","TA+ik+8","2413635","26-378-sj2-1.2.R","Gosford","1","","1","Ourimbah to Gosford via Wyoming","",""
"26-378-sj2-1","TA+ik+8","2413962","26-378-sj2-1.2.R","Gosford","1","","1","Ourimbah to Gosford via Wyoming","",""
"26-37-sj2-1","TA+dv000+8","2295326","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295327","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R53#1+8","2295331","26-37-sj2-1.19.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295333","26-37-sj2-1.4.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R69+8","2295337","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R52#1+8","2295339","26-37-sj2-1.8.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295341","26-37-sj2-1.21.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295343","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295345","26-37-sj2-1.22.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R144+8","2295348","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295351","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295356","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R69+8","2295358","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R69+8","2295359","26-37-sj2-1.4.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295361","26-37-sj2-1.4.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R69+8","2295368","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295371","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R144+8","2295378","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R144+8","2295379","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295383","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295385","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295387","26-37-sj2-1.25.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295390","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295393","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295394","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295397","26-37-sj2-1.4.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295402","26-37-sj2-1.18.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R52#1+8","2295410","26-37-sj2-1.7.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","69",""
"26-37-sj2-1","TA+R69+8","2295413","26-37-sj2-1.25.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R53#1+8","2295415","26-37-sj2-1.25.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R53#1+8","2295417","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R52#1+8","2295421","26-37-sj2-1.24.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","69",""
"26-37-sj2-1","TA+R53#1+8","2295424","26-37-sj2-1.21.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R52#1+8","2295427","26-37-sj2-1.14.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R52#1+8","2295429","26-37-sj2-1.21.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295434","26-37-sj2-1.22.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R144+8","2295440","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R52#1+8","2295441","26-37-sj2-1.27.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295442","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295451","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R69+8","2295459","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295465","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295466","26-37-sj2-1.21.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R52#1+8","2295469","26-37-sj2-1.20.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R53#1+8","2295471","26-37-sj2-1.15.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295475","26-37-sj2-1.22.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R144+8","2295478","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295479","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295485","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295486","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295487","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295492","26-37-sj2-1.23.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295493","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2295495","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R52#1+8","2295496","26-37-sj2-1.16.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R53#1+8","2295500","26-37-sj2-1.21.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","65",""
"26-37-sj2-1","TA+dv000+8","2295513","26-37-sj2-1.22.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295516","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295521","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+TT21+8","2295522","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2295524","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R65#1+8","2305790","26-37-sj2-1.5.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2305801","26-37-sj2-1.17.H","Lisarow","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2305836","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2305847","26-37-sj2-1.23.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R65#1+8","2305877","26-37-sj2-1.5.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2305910","26-37-sj2-1.23.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2305914","26-37-sj2-1.22.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R65#1+8","2305936","26-37-sj2-1.5.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R65#1+8","2306012","26-37-sj2-1.2.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2306083","26-37-sj2-1.22.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2306086","26-37-sj2-1.12.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2306143","26-37-sj2-1.13.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R65#1+8","2306169","26-37-sj2-1.5.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2306193","26-37-sj2-1.22.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2306236","26-37-sj2-1.22.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2306240","26-37-sj2-1.23.H","Ourimbah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2306245","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+ij+8","2306261","26-37-sj2-1.26.H","Tuggerah","0","","1","Gosford to Tuggerah via Lisarow","",""
"26-37-sj2-1","TA+R65#1+8","2306306","26-37-sj2-1.5.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R65#1+8","2306321","26-37-sj2-1.5.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R53#1+8","2364476","26-37-sj2-1.4.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","65",""
"26-37-sj2-1","TA+R53#1+8","2364519","26-37-sj2-1.4.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R65#1+8","2364541","26-37-sj2-1.9.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2413639","26-37-sj2-1.6.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+R52#1+8","2413691","26-37-sj2-1.11.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ik#1+8","2413692","26-37-sj2-1.6.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ik#1+8","2413748","26-37-sj2-1.6.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ik#1+8","2413781","26-37-sj2-1.6.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ik#1+8","2413844","26-37-sj2-1.3.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ik#1+8","2413891","26-37-sj2-1.6.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ik#1+8","2413898","26-37-sj2-1.6.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2413954","26-37-sj2-1.6.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2413989","26-37-sj2-1.1.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+ik#1+8","2414103","26-37-sj2-1.6.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+dv000+8","2414154","26-37-sj2-1.6.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-37-sj2-1","TA+hr#1+8","2433071","26-37-sj2-1.10.R","Gosford","1","","1","Tuggerah to Gosford via Lisarow","",""
"26-38-sj2-1","TA+R53#1+8","2185854","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2185886","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2185962","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2186048","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2186063","26-38-sj2-1.12.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2186078","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2186088","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2186176","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2186229","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2186245","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2186297","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R53#1+8","2186329","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2186414","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2186423","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2186454","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2186617","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2186625","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2186791","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187036","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187099","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187152","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187244","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2187274","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2187287","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2187310","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187354","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187377","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187495","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2187535","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187633","26-38-sj2-1.9.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187664","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2187674","26-38-sj2-1.9.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2187753","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2187867","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2187932","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2188059","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2188070","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2188091","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2188167","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2305838","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R52#1+8","2305846","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2305916","26-38-sj2-1.12.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R52#1+8","2305950","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2306075","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2306165","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ij+8","2306220","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R52#1+8","2306372","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R53#1+8","2364436","26-38-sj2-1.11.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2364516","26-38-sj2-1.8.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+hr#1+8","2364575","26-38-sj2-1.4.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372421","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372422","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372423","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372424","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372425","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372426","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372427","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372428","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372431","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372434","26-38-sj2-1.2.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372440","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372442","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372443","26-38-sj2-1.5.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372446","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372447","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372448","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372450","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372452","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372453","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R65#1+8","2372454","26-38-sj2-1.1.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R52#1+8","2387420","26-38-sj2-1.4.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413620","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413646","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413647","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2413652","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413655","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413661","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2413678","26-38-sj2-1.10.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413680","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2413687","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413740","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413755","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2413776","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413788","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2413794","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+R69+8","2413796","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413802","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+ik#1+8","2413809","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
"26-38-sj2-1","TA+TT21+8","2413853","26-38-sj2-1.3.R","Gosford","1","","1","Gosford to Wyoming (Loop Service)","",""
